"ID","title","artist","top_genre","year","added","bpm","nrgy","dnce","dB","live","val","dur","acous","spch","pop","country"
"1","Dance_Monkey","Tones_and_I","australian_pop",2019,"1969-12-31",98,59,82,-6,15,51,209,69,9,100,"world"
"2","ROXANNE","Arizona_Zervas","pop_rap",2019,"1969-12-31",117,60,62,-6,46,46,164,5,15,99,"world"
"3","Memories","Maroon_5","pop",2019,"1969-12-31",91,32,76,-7,8,57,189,84,5,99,"world"
"4","Circles","Post_Malone","dfw_rap",2019,"1969-12-31",120,76,70,-3,9,55,215,19,4,99,"world"
"5","All_I_Want_for_Christmas_Is_You","Mariah_Carey","dance_pop",1994,"1969-12-31",150,63,34,-7,7,35,241,16,4,98,"world"
"6","everything_i_wanted","Billie_Eilish","electropop",2019,"1969-12-31",120,23,70,-14,11,24,245,90,10,98,"world"
"7","Falling","Trevor_Daniel","alternative_r&b",2018,"1969-12-31",127,43,78,-9,9,24,159,12,4,97,"world"
"8","RITMO_(Bad_Boys_For_Life)","The_Black_Eyed_Peas","dance_pop",2019,"1969-12-31",105,72,72,-7,24,67,222,3,7,97,"world"
"9","Don't_Start_Now","Dua_Lipa","dance_pop",2019,"1969-12-31",124,79,79,-5,10,68,183,1,8,97,"world"
"10","Tusa","KAROL_G","latin",2019,"1969-12-31",101,72,80,-3,6,57,201,30,30,96,"world"
"11","Blinding_Lights","The_Weeknd","canadian_contemporary_r&b",2019,"1969-12-31",171,80,51,-4,9,35,202,0,6,96,"world"
"12","Someone_You_Loved","Lewis_Capaldi","pop",2019,"1969-12-31",110,41,50,-6,11,45,182,75,3,96,"world"
"13","Santa_Tell_Me","Ariana_Grande","dance_pop",2014,"1969-12-31",192,62,53,-7,29,59,204,5,12,95,"world"
"14","Rockin'_Around_The_Christmas_Tree","Brenda_Lee","adult_standards",1964,"1969-12-31",67,47,59,-9,51,90,126,61,5,93,"world"
"15","Jingle_Bell_Rock","Bobby_Helms","adult_standards",1992,"1969-12-31",120,42,75,-8,7,81,131,64,4,92,"world"
"16","It's_the_Most_Wonderful_Time_of_the_Year","Andy_Williams","adult_standards",1963,"1969-12-31",202,60,24,-8,12,78,152,77,4,92,"world"
"17","Happy_Xmas_(War_Is_Over)_-_Remastered","John_Lennon","album_rock",2010,"1969-12-31",147,61,33,-11,77,40,214,32,3,92,"world"
"18","Mistletoe","Justin_Bieber","canadian_pop",2011,"1969-12-31",162,56,66,-9,8,85,183,50,5,92,"world"
"19","Let_It_Snow!_Let_It_Snow!_Let_It_Snow!_(with_The_B._Swanson_Quartet)","Frank_Sinatra","adult_standards",1994,"1969-12-31",142,26,65,-13,36,84,155,90,6,91,"world"
"20","Wonderful_Christmastime_-_Edited_Version_/_Remastered_2011","Paul_McCartney","album_rock",1980,"1969-12-31",95,51,77,-9,7,77,228,32,3,91,"world"
"21","The_Christmas_Song_(Merry_Christmas_To_You)","Nat_King_Cole","adult_standards",1962,"1969-12-31",79,21,32,-15,14,21,192,92,3,89,"world"
"22","White_Christmas","Bing_Crosby","adult_standards",1942,"1969-12-31",131,16,32,-16,34,25,177,67,4,89,"world"
"23","Let_It_Snow!_Let_It_Snow!_Let_It_Snow!","Dean_Martin","adult_standards",1959,"1969-12-31",134,24,45,-14,18,70,117,91,4,89,"world"
"24","Have_Yourself_A_Merry_Little_Christmas","Sam_Smith","pop",2014,"1969-12-31",75,18,44,-9,32,34,171,96,4,89,"world"
"25","Senorita","Shawn_Mendes","canadian_pop",2019,"1969-12-31",117,55,76,-6,8,75,191,4,3,89,"world"
"26","Underneath_the_Tree","Kelly_Clarkson","dance_pop",2013,"1969-12-31",160,81,51,-5,21,69,230,0,5,88,"world"
"27","It's_Beginning_to_Look_a_Lot_Like_Christmas_(with_Mitchell_Ayres_&_His_Orchestra)","Perry_Como","adult_standards",1999,"1969-12-31",113,28,73,-12,12,72,156,76,6,88,"world"
"28","Jingle_Bell_Rock_-_Daryl's_Version","Daryl_Hall_&_John_Oates","album_rock",1983,"1969-12-31",129,84,67,-4,11,84,126,61,3,88,"world"
"29","Christmas_(Baby_Please_Come_Home)","Mariah_Carey","dance_pop",1994,"1969-12-31",127,78,57,-7,11,70,153,2,3,88,"world"
"30","Do_They_Know_It's_Christmas?_-_1984_Version","Band_Aid",NA,2004,"1969-12-31",115,64,60,-7,10,35,223,16,4,87,"world"
"31","Blue_Christmas","Elvis_Presley","adult_standards",1957,"1969-12-31",95,27,47,-17,14,58,129,90,4,87,"world"
"32","Run_Rudolph_Run_-_Single_Version","Chuck_Berry","blues_rock",1986,"1969-12-31",152,72,68,-11,8,96,166,81,9,87,"world"
"33","Step_Into_Christmas","Elton_John","glam_rock",1973,"1969-12-31",140,93,53,-6,31,82,272,10,4,87,"world"
"34","Christmas_Lights","Coldplay","permanent_wave",2010,"1969-12-31",131,42,31,-9,8,24,242,13,3,87,"world"
"35","Santa_Baby","Ariana_Grande","dance_pop",2013,"1969-12-31",96,78,75,-6,28,77,171,5,14,87,"world"
"36","Fairytale_of_New_York_(feat._Kirsty_MacColl)","The_Pogues","celtic_punk",1988,"1969-12-31",119,65,32,-6,24,47,272,50,3,86,"world"
"37","Santa_Claus_Is_Comin'_to_Town_-_Live_at_C.W._Post_College,_Greenvale,_NY_-_December_1975","Bruce_Springsteen","heartland_rock",1981,"1969-12-31",140,67,36,-8,73,41,268,36,5,86,"world"
"38","Last_Christmas","Wham!","new_wave_pop",1984,"1969-12-31",108,48,74,-12,36,95,263,19,3,85,"world"
"39","Feliz_Navidad","Jose_Feliciano","latin_pop",2001,"1969-12-31",149,86,49,-7,35,96,182,53,4,85,"world"
"40","Santa_Claus_Is_Coming_To_Town","The_Jackson_5","adult_standards",1970,"1969-12-31",147,76,69,-5,18,96,144,42,3,85,"world"
"41","It's_Beginning_to_Look_a_Lot_like_Christmas","Michael_Buble","adult_standards",2011,"1969-12-31",93,22,33,-11,34,36,207,88,3,84,"world"
"42","I_Saw_Mommy_Kissing_Santa_Claus","The_Jackson_5","adult_standards",1970,"1969-12-31",129,71,58,-8,82,61,181,26,5,84,"world"
"43","My_Only_Wish_(This_Year)","Britney_Spears","dance_pop",2019,"1969-12-31",147,73,67,-7,20,68,255,23,3,84,"world"
"44","A_Holly_Jolly_Christmas_-_Single_Version","Burl_Ives","adult_standards",1998,"1969-12-31",140,37,67,-13,10,86,133,59,3,83,"world"
"45","Driving_Home_for_Christmas_-_2019_Remaster","Chris_Rea","album_rock",1987,"1969-12-31",180,58,51,-11,18,87,242,36,4,83,"world"
"46","Holly_Jolly_Christmas","Michael_Buble","adult_standards",2011,"1969-12-31",151,43,61,-9,9,74,122,86,4,82,"world"
"47","Christmas_(Baby_Please_Come_Home)","Darlene_Love","adult_standards",2019,"1969-12-31",126,76,34,-7,8,36,166,39,5,82,"world"
"48","Sleigh_Ride","The_Ronettes","adult_standards",2019,"1969-12-31",92,77,53,-7,32,85,181,40,3,77,"world"
"49","Santa_Claus_Is_Coming_to_Town","Michael_Buble","adult_standards",2011,"1969-12-31",123,40,59,-7,4,42,172,79,5,75,"world"
"50","Merry_Christmas_Everyone","Shakin'_Stevens","new_wave_pop",1997,"1969-12-31",102,71,76,-10,8,96,224,16,3,69,"world"
"51","Dance_Monkey","Tones_and_I","australian_pop",2019,"1969-12-31",98,59,82,-6,15,51,209,69,9,100,"africa"
"52","Circles","Post_Malone","dfw_rap",2019,"1969-12-31",120,76,70,-3,9,55,215,19,4,99,"africa"
"53","Memories","Maroon_5","pop",2019,"1969-12-31",91,32,76,-7,8,57,189,84,5,99,"africa"
"54","ROXANNE","Arizona_Zervas","pop_rap",2019,"1969-12-31",117,60,62,-6,46,46,164,5,15,99,"africa"
"55","All_I_Want_for_Christmas_Is_You","Mariah_Carey","dance_pop",1994,"1969-12-31",150,63,34,-7,7,35,241,16,4,98,"africa"
"56","Santa_Tell_Me","Ariana_Grande","dance_pop",2014,"1969-12-31",192,62,53,-7,29,59,204,5,12,95,"africa"
"57","Rockin'_Around_The_Christmas_Tree","Brenda_Lee","adult_standards",1964,"1969-12-31",67,47,59,-9,51,90,126,61,5,93,"africa"
"58","Jingle_Bell_Rock","Bobby_Helms","adult_standards",1992,"1969-12-31",120,42,75,-8,7,81,131,64,4,92,"africa"
"59","It's_the_Most_Wonderful_Time_of_the_Year","Andy_Williams","adult_standards",1963,"1969-12-31",202,60,24,-8,12,78,152,77,4,92,"africa"
"60","Mistletoe","Justin_Bieber","canadian_pop",2011,"1969-12-31",162,56,66,-9,8,85,183,50,5,92,"africa"
"61","Happy_Xmas_(War_Is_Over)_-_Remastered","John_Lennon","album_rock",2010,"1969-12-31",147,61,33,-11,77,40,214,32,3,92,"africa"
"62","Let_It_Snow!_Let_It_Snow!_Let_It_Snow!_(with_The_B._Swanson_Quartet)","Frank_Sinatra","adult_standards",1994,"1969-12-31",142,26,65,-13,36,84,155,90,6,91,"africa"
"63","Wonderful_Christmastime_-_Edited_Version_/_Remastered_2011","Paul_McCartney","album_rock",1980,"1969-12-31",95,51,77,-9,7,77,228,32,3,91,"africa"
"64","The_Christmas_Song_(Merry_Christmas_To_You)","Nat_King_Cole","adult_standards",1962,"1969-12-31",79,21,32,-15,14,21,192,92,3,89,"africa"
"65","White_Christmas","Bing_Crosby","adult_standards",1942,"1969-12-31",131,16,32,-16,34,25,177,67,4,89,"africa"
"66","Let_It_Snow!_Let_It_Snow!_Let_It_Snow!","Dean_Martin","adult_standards",1959,"1969-12-31",134,24,45,-14,18,70,117,91,4,89,"africa"
"67","Have_Yourself_A_Merry_Little_Christmas","Sam_Smith","pop",2014,"1969-12-31",75,18,44,-9,32,34,171,96,4,89,"africa"
"68","Senorita","Shawn_Mendes","canadian_pop",2019,"1969-12-31",117,55,76,-6,8,75,191,4,3,89,"africa"
"69","Underneath_the_Tree","Kelly_Clarkson","dance_pop",2013,"1969-12-31",160,81,51,-5,21,69,230,0,5,88,"africa"
"70","It's_Beginning_to_Look_a_Lot_Like_Christmas_(with_Mitchell_Ayres_&_His_Orchestra)","Perry_Como","adult_standards",1999,"1969-12-31",113,28,73,-12,12,72,156,76,6,88,"africa"
"71","Christmas_(Baby_Please_Come_Home)","Mariah_Carey","dance_pop",1994,"1969-12-31",127,78,57,-7,11,70,153,2,3,88,"africa"
"72","Jingle_Bell_Rock_-_Daryl's_Version","Daryl_Hall_&_John_Oates","album_rock",1983,"1969-12-31",129,84,67,-4,11,84,126,61,3,88,"africa"
"73","Do_They_Know_It's_Christmas?_-_1984_Version","Band_Aid",NA,2004,"1969-12-31",115,64,60,-7,10,35,223,16,4,87,"africa"
"74","Blue_Christmas","Elvis_Presley","adult_standards",1957,"1969-12-31",95,27,47,-17,14,58,129,90,4,87,"africa"
"75","Santa_Baby","Ariana_Grande","dance_pop",2013,"1969-12-31",96,78,75,-6,28,77,171,5,14,87,"africa"
"76","Santa_Claus_Is_Comin'_to_Town_-_Live_at_C.W._Post_College,_Greenvale,_NY_-_December_1975","Bruce_Springsteen","heartland_rock",1981,"1969-12-31",140,67,36,-8,73,41,268,36,5,86,"africa"
"77","Beautiful_People_(feat._Khalid)","Ed_Sheeran","pop",2019,"1969-12-31",93,65,64,-8,8,55,198,12,19,86,"africa"
"78","Last_Christmas","Wham!","new_wave_pop",1984,"1969-12-31",108,48,74,-12,36,95,263,19,3,85,"africa"
"79","Feliz_Navidad","Jose_Feliciano","latin_pop",2001,"1969-12-31",149,86,49,-7,35,96,182,53,4,85,"africa"
"80","Santa_Claus_Is_Coming_To_Town","The_Jackson_5","adult_standards",1970,"1969-12-31",147,76,69,-5,18,96,144,42,3,85,"africa"
"81","It's_Beginning_to_Look_a_Lot_like_Christmas","Michael_Buble","adult_standards",2011,"1969-12-31",93,22,33,-11,34,36,207,88,3,84,"africa"
"82","A_Holly_Jolly_Christmas_-_Single_Version","Burl_Ives","adult_standards",1998,"1969-12-31",140,37,67,-13,10,86,133,59,3,83,"africa"
"83","Holly_Jolly_Christmas","Michael_Buble","adult_standards",2011,"1969-12-31",151,43,61,-9,9,74,122,86,4,82,"africa"
"84","Christmas_(Baby_Please_Come_Home)","Darlene_Love","adult_standards",2019,"1969-12-31",126,76,34,-7,8,36,166,39,5,82,"africa"
"85","I'll_Be_Home_for_Christmas","Michael_Buble","adult_standards",2011,"1969-12-31",82,11,25,-14,16,15,268,94,3,78,"africa"
"86","Sleigh_Ride","The_Ronettes","adult_standards",2019,"1969-12-31",92,77,53,-7,32,85,181,40,3,77,"africa"
"87","Santa_Claus_Is_Coming_to_Town","Michael_Buble","adult_standards",2011,"1969-12-31",123,40,59,-7,4,42,172,79,5,75,"africa"
"88","Merry_Christmas_Everyone","Shakin'_Stevens","new_wave_pop",1997,"1969-12-31",102,71,76,-10,8,96,224,16,3,69,"africa"
"89","Tender_Love_(feat._DJ_Maphorisa_&_Kabza_De_Small)","Sha_Sha","afro_house",2019,"1969-12-31",113,39,85,-14,5,45,444,1,6,53,"africa"
"90","Labantwana_Ama_Uber","Semi_Tee","amapiano",2019,"1969-12-31",112,62,87,-10,5,53,384,4,8,52,"africa"
"91","Nana_Thula","Kabza_De_Small","afro_house",2019,"1969-12-31",114,52,77,-14,4,59,439,0,5,52,"africa"
"92","Vula_Vala","DJ_Maphorisa","afro_house",2019,"1969-12-31",113,59,91,-11,8,14,374,2,6,52,"africa"
"93","Umlilo","DJ_Zinhle","kwaito",2019,"1969-12-31",125,70,70,-5,8,62,237,27,3,52,"africa"
"94","Jerusalem","Master_KG","kwaito_house",2019,"1969-12-31",124,47,88,-7,6,84,343,2,5,51,"africa"
"95","Lorch","Kabza_De_Small","afro_house",2019,"1969-12-31",113,68,91,-10,7,41,375,17,6,50,"africa"
"96","Sukendleleni","Jobe_London","afro_house",2019,"1969-12-31",112,72,88,-6,5,24,415,5,5,50,"africa"
"97","Fire","DJ_Big_Sky",NA,2019,"1969-12-31",114,56,65,-7,5,64,463,2,21,47,"africa"
"98","Akulaleki","Samthing_Soweto","afro_house",2019,"1969-12-31",116,67,90,-9,6,34,382,14,9,45,"africa"
"99","Sandton","Kabza_De_Small","afro_house",2019,"1969-12-31",113,63,88,-12,10,59,412,15,15,45,"africa"
"100","Love_You_Tonight_(feat._DJ_Maphorisa,_Sha_Sha_&_Kabza_De_Small)","Mfr_Souls","afro_house",2019,"1969-12-31",115,68,82,-8,6,68,353,5,5,37,"africa"
"101","Dance_Monkey","Tones_and_I","australian_pop",2019,"1969-12-31",98,59,82,-6,15,51,209,69,9,100,"argentina"
"102","RITMO_(Bad_Boys_For_Life)","The_Black_Eyed_Peas","dance_pop",2019,"1969-12-31",105,72,72,-7,24,67,222,3,7,97,"argentina"
"103","Tusa","KAROL_G","latin",2019,"1969-12-31",101,72,80,-3,6,57,201,30,30,96,"argentina"
"104","China","Anuel_AA","latin",2019,"1969-12-31",105,81,79,-4,8,61,302,8,9,94,"argentina"
"105","Vete","Bad_Bunny","latin",2019,"1969-12-31",92,67,89,-4,10,53,192,4,19,94,"argentina"
"106","Fantasias","Rauw_Alejandro","latin",2019,"1969-12-31",94,70,88,-4,6,79,200,14,7,93,"argentina"
"107","LA_CANCIoN","J_Balvin","latin",2019,"1969-12-31",176,65,75,-6,11,43,243,15,32,93,"argentina"
"108","Adicto_(with_Anuel_AA_&_Ozuna)","Tainy","pop_reggaeton",2019,"1969-12-31",80,84,73,-5,18,62,271,2,7,92,"argentina"
"109","Callaita","Bad_Bunny","latin",2019,"1969-12-31",176,62,61,-5,24,24,251,60,31,92,"argentina"
"110","Que_Tire_Pa_Lante","Daddy_Yankee","latin",2019,"1969-12-31",94,90,66,-3,12,71,211,5,4,91,"argentina"
"111","Whine_Up","Nicky_Jam","latin",2019,"1969-12-31",105,67,82,-6,10,66,215,5,8,91,"argentina"
"112","Tutu","Camilo","colombian_pop",2019,"1969-12-31",146,83,73,-3,7,94,179,27,5,90,"argentina"
"113","Quizas","Rich_Music_LTD","reggaeton",2019,"1969-12-31",176,82,73,-2,23,68,216,3,15,90,"argentina"
"114","Si_Te_Vas","Sech","panamanian_pop",2019,"1969-12-31",174,64,73,-4,14,55,205,9,13,90,"argentina"
"115","Aventura","Lunay","latin",2019,"1969-12-31",92,73,73,-3,10,88,217,22,4,90,"argentina"
"116","Yo_x_Ti,_Tu_x_Mi","ROSALiA","r&b_en_espanol",2019,"1969-12-31",92,76,78,-3,14,58,201,46,23,90,"argentina"
"117","Indeciso","Reik","latin",2019,"1969-12-31",95,75,74,-5,11,90,217,18,5,90,"argentina"
"118","Hola_-_Remix","Dalex","latin",2019,"1969-12-31",182,67,65,-6,8,34,250,47,31,89,"argentina"
"119","Senorita","Shawn_Mendes","canadian_pop",2019,"1969-12-31",117,55,76,-6,8,75,191,4,3,89,"argentina"
"120","DJ_No_Pare_(feat._Zion,_Dalex,_Lenny_Tavarez)_-_Remix","Justin_Quiles","latin",2019,"1969-12-31",170,71,74,-4,8,83,259,5,9,88,"argentina"
"121","No_Me_Conoce_-_Remix","Jhay_Cortez","latin",2019,"1969-12-31",92,79,81,-4,9,58,309,14,7,88,"argentina"
"122","Con_Altura","ROSALiA","r&b_en_espanol",2019,"1969-12-31",98,69,88,-4,5,75,162,39,12,88,"argentina"
"123","Otro_Trago_-_Remix","Sech","panamanian_pop",2019,"1969-12-31",176,79,73,-2,6,76,288,7,20,88,"argentina"
"124","Con_Calma","Daddy_Yankee","latin",2019,"1969-12-31",94,86,74,-3,6,66,193,11,6,88,"argentina"
"125","0.95833333333333337","Maluma","latin",2019,"1969-12-31",96,71,78,-5,9,68,176,22,28,88,"argentina"
"126","Bellaquita_-_Remix","Dalex","latin",2019,"1969-12-31",166,72,80,-4,18,76,305,14,8,87,"argentina"
"127","Calma_-_Remix","Pedro_Capo","latin",2018,"1969-12-31",127,77,83,-4,14,76,238,32,5,87,"argentina"
"128","Blanco","J_Balvin","latin",2019,"1969-12-31",100,71,87,-5,9,59,146,3,13,87,"argentina"
"129","El_Favor_(with_Nicky_Jam_&_Sech,_feat._Farruko,_Zion_&_Lunay)","Dimelo_Flow","latin",2019,"1969-12-31",88,65,75,-3,11,48,233,11,7,85,"argentina"
"130","Fresa","TINI","latin_pop",2019,"1969-12-31",96,87,78,-3,10,86,166,22,9,83,"argentina"
"131","Perreo_en_La_Luna","Rich_Music_LTD","reggaeton",2019,"1969-12-31",174,76,71,-4,37,72,219,27,29,83,"argentina"
"132","Sigues_Con_El","Dimelo_Flow","latin",2019,"1969-12-31",88,67,88,-3,7,68,227,11,11,83,"argentina"
"133","Oye","TINI","latin_pop",2019,"1969-12-31",95,51,68,-8,18,26,173,45,6,83,"argentina"
"134","Soltera_-_Remix","Lunay","latin",2019,"1969-12-31",92,78,80,-4,44,80,266,36,4,80,"argentina"
"135","Tal_Vez","Paulo_Londra","argentine_hip_hop",2019,"1969-12-31",162,65,86,-2,8,74,264,25,15,80,"argentina"
"136","22","TINI","latin_pop",2019,"1969-12-31",176,64,70,-5,9,81,159,1,9,76,"argentina"
"137","Ya_No_Mas","Fer_Palacio",NA,2019,"1969-12-31",100,68,80,-6,7,88,158,14,6,75,"argentina"
"138","Goteo","Duki","argentine_hip_hop",2019,"1969-12-31",108,78,47,-4,19,44,164,19,4,73,"argentina"
"139","CANGURO","WOS","argentine_indie",2019,"1969-12-31",164,75,60,-4,67,93,197,17,33,73,"argentina"
"140","C90_-_Remix","John_C","argentine_hip_hop",2019,"1969-12-31",123,76,87,-5,7,61,316,34,9,72,"argentina"
"141","Como_estas","Ke_Personajes","cumbia_pop",2019,"1969-12-31",135,86,59,-2,4,98,227,29,6,72,"argentina"
"142","Me_Vas_a_Extranar_-_En_Vivo","Damas_Gratis","cumbia_villera",2018,"1969-12-31",88,81,42,-5,70,64,239,32,4,71,"argentina"
"143","No_Te_Creas_Tan_Importante_-_En_Vivo","Damas_Gratis","cumbia_villera",2018,"1969-12-31",175,76,30,-5,88,67,240,20,4,70,"argentina"
"144","Soy_Sabalero","Los_Palmeras","argentine_rock",2019,"1969-12-31",132,85,78,-5,8,85,180,8,6,68,"argentina"
"145","No_Dijeron_Nada","Oscu","trap_argentino",2019,"1969-12-31",115,71,70,-5,51,91,187,8,5,68,"argentina"
"146","Una_Cerveza","Rafaga","cumbia_chilena",2016,"1969-12-31",98,91,75,-2,9,76,241,32,5,67,"argentina"
"147","Olvidala","Los_Palmeras","argentine_rock",2004,"1969-12-31",132,69,77,-5,27,52,290,31,5,65,"argentina"
"148","Ocho_Cuarenta","Rodrigo","argentine_rock",1998,"1969-12-31",148,70,61,-10,30,85,355,8,3,64,"argentina"
"149","El_Bombon","Los_Palmeras","argentine_rock",2016,"1969-12-31",164,77,74,-5,8,87,204,20,6,63,"argentina"
"150","La_Cola","Los_Palmeras","argentine_rock",2016,"1969-12-31",93,79,78,-5,12,87,169,36,6,63,"argentina"
"151","Dance_Monkey","Tones_and_I","australian_pop",2019,"1969-12-31",98,59,82,-6,15,51,209,69,9,100,"australia"
"152","ROXANNE","Arizona_Zervas","pop_rap",2019,"1969-12-31",117,60,62,-6,46,46,164,5,15,99,"australia"
"153","Circles","Post_Malone","dfw_rap",2019,"1969-12-31",120,76,70,-3,9,55,215,19,4,99,"australia"
"154","Memories","Maroon_5","pop",2019,"1969-12-31",91,32,76,-7,8,57,189,84,5,99,"australia"
"155","All_I_Want_for_Christmas_Is_You","Mariah_Carey","dance_pop",1994,"1969-12-31",150,63,34,-7,7,35,241,16,4,98,"australia"
"156","Don't_Start_Now","Dua_Lipa","dance_pop",2019,"1969-12-31",124,79,79,-5,10,68,183,1,8,97,"australia"
"157","Falling","Trevor_Daniel","alternative_r&b",2018,"1969-12-31",127,43,78,-9,9,24,159,12,4,97,"australia"
"158","Santa_Tell_Me","Ariana_Grande","dance_pop",2014,"1969-12-31",192,62,53,-7,29,59,204,5,12,95,"australia"
"159","Ride_It","Regard","pop_edm",2019,"1969-12-31",118,75,88,-4,11,88,158,18,9,95,"australia"
"160","Rockin'_Around_The_Christmas_Tree","Brenda_Lee","adult_standards",1964,"1969-12-31",67,47,59,-9,51,90,126,61,5,93,"australia"
"161","Happy_Xmas_(War_Is_Over)_-_Remastered","John_Lennon","album_rock",2010,"1969-12-31",147,61,33,-11,77,40,214,32,3,92,"australia"
"162","It's_the_Most_Wonderful_Time_of_the_Year","Andy_Williams","adult_standards",1963,"1969-12-31",202,60,24,-8,12,78,152,77,4,92,"australia"
"163","Mistletoe","Justin_Bieber","canadian_pop",2011,"1969-12-31",162,56,66,-9,8,85,183,50,5,92,"australia"
"164","Jingle_Bell_Rock","Bobby_Helms","adult_standards",1992,"1969-12-31",120,42,75,-8,7,81,131,64,4,92,"australia"
"165","Let_It_Snow!_Let_It_Snow!_Let_It_Snow!_(with_The_B._Swanson_Quartet)","Frank_Sinatra","adult_standards",1994,"1969-12-31",142,26,65,-13,36,84,155,90,6,91,"australia"
"166","White_Christmas","Bing_Crosby","adult_standards",1942,"1969-12-31",131,16,32,-16,34,25,177,67,4,89,"australia"
"167","The_Christmas_Song_(Merry_Christmas_To_You)","Nat_King_Cole","adult_standards",1962,"1969-12-31",79,21,32,-15,14,21,192,92,3,89,"australia"
"168","Have_Yourself_A_Merry_Little_Christmas","Sam_Smith","pop",2014,"1969-12-31",75,18,44,-9,32,34,171,96,4,89,"australia"
"169","Jingle_Bell_Rock_-_Daryl's_Version","Daryl_Hall_&_John_Oates","album_rock",1983,"1969-12-31",129,84,67,-4,11,84,126,61,3,88,"australia"
"170","Underneath_the_Tree","Kelly_Clarkson","dance_pop",2013,"1969-12-31",160,81,51,-5,21,69,230,0,5,88,"australia"
"171","Do_They_Know_It's_Christmas?_-_1984_Version","Band_Aid",NA,2004,"1969-12-31",115,64,60,-7,10,35,223,16,4,87,"australia"
"172","Step_Into_Christmas","Elton_John","glam_rock",1973,"1969-12-31",140,93,53,-6,31,82,272,10,4,87,"australia"
"173","Run_Rudolph_Run_-_Single_Version","Chuck_Berry","blues_rock",1986,"1969-12-31",152,72,68,-11,8,96,166,81,9,87,"australia"
"174","Christmas_Lights","Coldplay","permanent_wave",2010,"1969-12-31",131,42,31,-9,8,24,242,13,3,87,"australia"
"175","Blue_Christmas","Elvis_Presley","adult_standards",1957,"1969-12-31",95,27,47,-17,14,58,129,90,4,87,"australia"
"176","Adore_You","Harry_Styles","dance_pop",2019,"1969-12-31",99,77,68,-4,10,57,207,2,5,87,"australia"
"177","Fairytale_of_New_York_(feat._Kirsty_MacColl)","The_Pogues","celtic_punk",1988,"1969-12-31",119,65,32,-6,24,47,272,50,3,86,"australia"
"178","Last_Christmas","Wham!","new_wave_pop",1984,"1969-12-31",108,48,74,-12,36,95,263,19,3,85,"australia"
"179","Santa_Claus_Is_Coming_To_Town","The_Jackson_5","adult_standards",1970,"1969-12-31",147,76,69,-5,18,96,144,42,3,85,"australia"
"180","Winter_Wonderland","Tony_Bennett","adult_standards",1968,"1969-12-31",115,37,45,-14,8,63,134,83,4,85,"australia"
"181","It's_Beginning_to_Look_a_Lot_like_Christmas","Michael_Buble","adult_standards",2011,"1969-12-31",93,22,33,-11,34,36,207,88,3,84,"australia"
"182","Driving_Home_for_Christmas_-_2019_Remaster","Chris_Rea","album_rock",1987,"1969-12-31",180,58,51,-11,18,87,242,36,4,83,"australia"
"183","A_Holly_Jolly_Christmas_-_Single_Version","Burl_Ives","adult_standards",1998,"1969-12-31",140,37,67,-13,10,86,133,59,3,83,"australia"
"184","Little_Saint_Nick_-_1991_Remix","The_Beach_Boys","baroque_pop",1964,"1969-12-31",131,55,60,-9,5,97,119,11,3,83,"australia"
"185","Holly_Jolly_Christmas","Michael_Buble","adult_standards",2011,"1969-12-31",151,43,61,-9,9,74,122,86,4,82,"australia"
"186","Baby_It's_Cold_Outside_(duet_with_Michael_Buble)","Idina_Menzel","hollywood",2014,"1969-12-31",113,48,55,-9,28,56,166,65,6,81,"australia"
"187","Never_Seen_The_Rain","Tones_and_I","australian_pop",2019,"1969-12-31",92,46,67,-6,28,27,201,43,4,81,"australia"
"188","What_Christmas_Means_To_Me","Stevie_Wonder","adult_standards",1967,"1969-12-31",167,54,48,-10,8,82,147,24,4,80,"australia"
"189","Thank_God_It's_Christmas_-_Non-Album_Single","Queen","glam_rock",1984,"1969-12-31",83,42,30,-9,23,34,262,21,3,80,"australia"
"190","Rockin'_Around_the_Christmas_Tree","Brenda_Lee","adult_standards",1991,"1969-12-31",141,64,68,-9,22,83,126,57,4,79,"australia"
"191","2000_Miles_-_2007_Remaster","Pretenders","album_rock",1984,"1969-12-31",66,71,22,-9,10,45,220,0,4,78,"australia"
"192","Sleigh_Ride","The_Ronettes","adult_standards",2019,"1969-12-31",92,77,53,-7,32,85,181,40,3,77,"australia"
"193","Jingle_Bells_(feat._The_Puppini_Sisters)","Michael_Buble","adult_standards",2011,"1969-12-31",123,58,71,-6,14,83,162,70,6,75,"australia"
"194","Mary's_Boy_Child_/_Oh_My_Lord","Boney_M.","disco",2017,"1969-12-31",113,72,78,-9,20,93,241,28,4,75,"australia"
"195","Santa_Claus_Is_Coming_to_Town","Michael_Buble","adult_standards",2011,"1969-12-31",123,40,59,-7,4,42,172,79,5,75,"australia"
"196","White_Christmas_(with_Shania_Twain)","Michael_Buble","adult_standards",2011,"1969-12-31",127,49,61,-7,13,64,218,44,4,73,"australia"
"197","Have_Yourself_A_Merry_Little_Christmas","Ella_Fitzgerald","adult_standards",1960,"1969-12-31",112,25,61,-9,22,48,176,96,4,73,"australia"
"198","Merry_Christmas_Everyone","Shakin'_Stevens","new_wave_pop",1997,"1969-12-31",102,71,76,-10,8,96,224,16,3,69,"australia"
"199","8_Days_of_Christmas","Destiny's_Child","dance_pop",1999,"1969-12-31",100,84,69,-1,6,64,210,5,19,67,"australia"
